,id,title,price,location,size,size_unit,bedrooms,bathrooms,location_region
1920,4116616,شقة للبيع 80متر استلام فوري في الهانوفيل,340000,الهانوفيل,80 متر²,,2,1,العجمي
1921,3998835,روف 700 متر² للبيع فى شارع شهر العسل,2000000,شارع شهر العسل، البيطاش,700 متر²,,1,1,العجمي
1922,4011093,شقه لقطه دور 2 متشطبه بعماره مرخصة كامله المرافق بالتقسيط,300000,شارع رقم 57، شاطئ النخيل - ٦ اكتوبر,75 متر²,,2,1,العجمي
1923,4035200,ستوديو للبيع في العجمي في قريه النخيل 6 اكتوبر مساحه مميزه بحري,230000,الكيلو 21 العجمي الاسكندريه النخيل,67 متر²,,1,1,العجمي
1924,4132816,شقه للبيع,380000,شارع مسجد عبد السلام رسلان,125 متر²,,2,1,العجمي
1925,3942470,شقه سوبر لوكس ترى البحر,700000,أبو يوسف، العجمي,98 متر²,,1,1,العجمي
1926,4121149,شقة ألترا ديلوكس,1047000,الإسكندرية ابو يوسف شارع السلام بحري,160 متر²,,3,1,العجمي
1927,4078563,شارع 55 مع 10 النخيل أكتوبر شقة للبيع,375000,شارع رقم 10، شاطئ النخيل - ٦ اكتوبر,70 متر²,,2,1,العجمي
1928,3677992,الإسكندرية العجمى شاطئ الزهور اول نمره على البحر,650000,شارع الياسمين، شاطئ النخيل - ٦ اكتوبر,90 متر²,,2,1,العجمي
1929,4087102,شقه للبيع العجمي الهانوفيل شارع الريتش هوم,265000,شقه للبيع العجمي الهانوفيل شارع الريتش,90 متر²,,2,1,العجمي
1930,4080887,شقة للبيع بالهانوفيل طريق اسكندرية مطروح علي الشارع الرئيسي اعلي فتح الله ماركت,440000,شقة للبيع بالهانوفيل طريق اسكندرية مطروح علي الشارع الرئيسي اعلي فتح الله ماركت,85 متر²,,2,1,العجمي
1931,4075777,شقه للبيع بمنطقه الصفا الكيلو 26,400000,شارع 237 بمنطقه الصفا,75 متر²,,2,1,العجمي
1932,4077428,شقه للبيع بشاطئ النخيل العجمي الكيلو 21,780000,شاطئ النخيل _ 6 اكتوبر,120 متر²,,3,1,العجمي
1933,4013614,فيلا للبيع بشارع الحديد والصلب,3500000,Abu Yusuf، Al Agamy,300 متر²,,3,2,العجمي
1934,4049231,شقه بانوراما بحر فيو مفتوح للبيع,450000,زهراء العجمي,75 متر²,,2,1,العجمي
1935,4070960,شقة للبيع,275000,الكيلو ٢٠ أمام أبو صابر للمشويات العجمي,110 متر²,,3,1,العجمي
1936,4054703,العجمي البيطاش بيانكي بجوار النقطه,1700000,البيطاش بيانكي,300 متر²,,4,3,العجمي
1937,4041345,شقة للبيع بالنخيل موقع مميز,500000,٦ اكتوبر شاطئ النخيل,70 متر²,,2,1,العجمي
1938,4037228,شاطى الصفا الكيلو ٢٢.٥,280000,العمارة رقم ١٦ شارع الدير المستجد شاطىء الصفا الكيلو ٢٢.٥,90 متر²,,3,1,العجمي
1939,3905730,شقه بانوراما بحر شاطى ميكا البيطاش مسجله,1000100,شارع الدكتور خليفه .شاطى ميكا البيطاش اندريا,140 متر²,,3,2,العجمي
1940,4116616,شقة للبيع 80متر استلام فوري في الهانوفيل,340000,الهانوفيل,80 متر²,,2,1,العجمي
1941,3998835,روف 700 متر² للبيع فى شارع شهر العسل,2000000,شارع شهر العسل، البيطاش,700 متر²,,1,1,العجمي
1942,4011093,شقه لقطه دور 2 متشطبه بعماره مرخصة كامله المرافق بالتقسيط,300000,شارع رقم 57، شاطئ النخيل - ٦ اكتوبر,75 متر²,,2,1,العجمي
1943,4035200,ستوديو للبيع في العجمي في قريه النخيل 6 اكتوبر مساحه مميزه بحري,230000,الكيلو 21 العجمي الاسكندريه النخيل,67 متر²,,1,1,العجمي
1944,4132816,شقه للبيع,380000,شارع مسجد عبد السلام رسلان,125 متر²,,2,1,العجمي
1945,3942470,شقه سوبر لوكس ترى البحر,700000,أبو يوسف، العجمي,98 متر²,,1,1,العجمي
1946,4121149,شقة ألترا ديلوكس,1047000,الإسكندرية ابو يوسف شارع السلام بحري,160 متر²,,3,1,العجمي
1947,4078563,شارع 55 مع 10 النخيل أكتوبر شقة للبيع,375000,شارع رقم 10، شاطئ النخيل - ٦ اكتوبر,70 متر²,,2,1,العجمي
1948,3677992,الإسكندرية العجمى شاطئ الزهور اول نمره على البحر,650000,شارع الياسمين، شاطئ النخيل - ٦ اكتوبر,90 متر²,,2,1,العجمي
1949,4087102,شقه للبيع العجمي الهانوفيل شارع الريتش هوم,265000,شقه للبيع العجمي الهانوفيل شارع الريتش,90 متر²,,2,1,العجمي
1950,4080887,شقة للبيع بالهانوفيل طريق اسكندرية مطروح علي الشارع الرئيسي اعلي فتح الله ماركت,440000,شقة للبيع بالهانوفيل طريق اسكندرية مطروح علي الشارع الرئيسي اعلي فتح الله ماركت,85 متر²,,2,1,العجمي
1951,4075777,شقه للبيع بمنطقه الصفا الكيلو 26,400000,شارع 237 بمنطقه الصفا,75 متر²,,2,1,العجمي
1952,4077428,شقه للبيع بشاطئ النخيل العجمي الكيلو 21,780000,شاطئ النخيل _ 6 اكتوبر,120 متر²,,3,1,العجمي
1953,4013614,فيلا للبيع بشارع الحديد والصلب,3500000,Abu Yusuf، Al Agamy,300 متر²,,3,2,العجمي
1954,4049231,شقه بانوراما بحر فيو مفتوح للبيع,450000,زهراء العجمي,75 متر²,,2,1,العجمي
1955,4070960,شقة للبيع,275000,الكيلو ٢٠ أمام أبو صابر للمشويات العجمي,110 متر²,,3,1,العجمي
1956,4054703,العجمي البيطاش بيانكي بجوار النقطه,1700000,البيطاش بيانكي,300 متر²,,4,3,العجمي
1957,4041345,شقة للبيع بالنخيل موقع مميز,500000,٦ اكتوبر شاطئ النخيل,70 متر²,,2,1,العجمي
1958,4037228,شاطى الصفا الكيلو ٢٢.٥,280000,العمارة رقم ١٦ شارع الدير المستجد شاطىء الصفا الكيلو ٢٢.٥,90 متر²,,3,1,العجمي
1959,3905730,شقه بانوراما بحر شاطى ميكا البيطاش مسجله,1000100,شارع الدكتور خليفه .شاطى ميكا البيطاش اندريا,140 متر²,,3,2,العجمي
1960,4116616,شقة للبيع 80متر استلام فوري في الهانوفيل,340000,الهانوفيل,80 متر²,,2,1,العجمي
1961,3998835,روف 700 متر² للبيع فى شارع شهر العسل,2000000,شارع شهر العسل، البيطاش,700 متر²,,1,1,العجمي
1962,4011093,شقه لقطه دور 2 متشطبه بعماره مرخصة كامله المرافق بالتقسيط,300000,شارع رقم 57، شاطئ النخيل - ٦ اكتوبر,75 متر²,,2,1,العجمي
1963,4035200,ستوديو للبيع في العجمي في قريه النخيل 6 اكتوبر مساحه مميزه بحري,230000,الكيلو 21 العجمي الاسكندريه النخيل,67 متر²,,1,1,العجمي
1964,4132816,شقه للبيع,380000,شارع مسجد عبد السلام رسلان,125 متر²,,2,1,العجمي
1965,3942470,شقه سوبر لوكس ترى البحر,700000,أبو يوسف، العجمي,98 متر²,,1,1,العجمي
1966,4121149,شقة ألترا ديلوكس,1047000,الإسكندرية ابو يوسف شارع السلام بحري,160 متر²,,3,1,العجمي
1967,4078563,شارع 55 مع 10 النخيل أكتوبر شقة للبيع,375000,شارع رقم 10، شاطئ النخيل - ٦ اكتوبر,70 متر²,,2,1,العجمي
1968,3677992,الإسكندرية العجمى شاطئ الزهور اول نمره على البحر,650000,شارع الياسمين، شاطئ النخيل - ٦ اكتوبر,90 متر²,,2,1,العجمي
1969,4087102,شقه للبيع العجمي الهانوفيل شارع الريتش هوم,265000,شقه للبيع العجمي الهانوفيل شارع الريتش,90 متر²,,2,1,العجمي
1970,4080887,شقة للبيع بالهانوفيل طريق اسكندرية مطروح علي الشارع الرئيسي اعلي فتح الله ماركت,440000,شقة للبيع بالهانوفيل طريق اسكندرية مطروح علي الشارع الرئيسي اعلي فتح الله ماركت,85 متر²,,2,1,العجمي
1971,4075777,شقه للبيع بمنطقه الصفا الكيلو 26,400000,شارع 237 بمنطقه الصفا,75 متر²,,2,1,العجمي
1972,4077428,شقه للبيع بشاطئ النخيل العجمي الكيلو 21,780000,شاطئ النخيل _ 6 اكتوبر,120 متر²,,3,1,العجمي
1973,4013614,فيلا للبيع بشارع الحديد والصلب,3500000,Abu Yusuf، Al Agamy,300 متر²,,3,2,العجمي
1974,4049231,شقه بانوراما بحر فيو مفتوح للبيع,450000,زهراء العجمي,75 متر²,,2,1,العجمي
1975,4070960,شقة للبيع,275000,الكيلو ٢٠ أمام أبو صابر للمشويات العجمي,110 متر²,,3,1,العجمي
1976,4054703,العجمي البيطاش بيانكي بجوار النقطه,1700000,البيطاش بيانكي,300 متر²,,4,3,العجمي
1977,4041345,شقة للبيع بالنخيل موقع مميز,500000,٦ اكتوبر شاطئ النخيل,70 متر²,,2,1,العجمي
1978,4037228,شاطى الصفا الكيلو ٢٢.٥,280000,العمارة رقم ١٦ شارع الدير المستجد شاطىء الصفا الكيلو ٢٢.٥,90 متر²,,3,1,العجمي
1979,3905730,شقه بانوراما بحر شاطى ميكا البيطاش مسجله,1000100,شارع الدكتور خليفه .شاطى ميكا البيطاش اندريا,140 متر²,,3,2,العجمي
1980,4116616,شقة للبيع 80متر استلام فوري في الهانوفيل,340000,الهانوفيل,80 متر²,,2,1,العجمي
1981,3998835,روف 700 متر² للبيع فى شارع شهر العسل,2000000,شارع شهر العسل، البيطاش,700 متر²,,1,1,العجمي
1982,4011093,شقه لقطه دور 2 متشطبه بعماره مرخصة كامله المرافق بالتقسيط,300000,شارع رقم 57، شاطئ النخيل - ٦ اكتوبر,75 متر²,,2,1,العجمي
1983,4035200,ستوديو للبيع في العجمي في قريه النخيل 6 اكتوبر مساحه مميزه بحري,230000,الكيلو 21 العجمي الاسكندريه النخيل,67 متر²,,1,1,العجمي
1984,4132816,شقه للبيع,380000,شارع مسجد عبد السلام رسلان,125 متر²,,2,1,العجمي
1985,3942470,شقه سوبر لوكس ترى البحر,700000,أبو يوسف، العجمي,98 متر²,,1,1,العجمي
1986,4121149,شقة ألترا ديلوكس,1047000,الإسكندرية ابو يوسف شارع السلام بحري,160 متر²,,3,1,العجمي
1987,4078563,شارع 55 مع 10 النخيل أكتوبر شقة للبيع,375000,شارع رقم 10، شاطئ النخيل - ٦ اكتوبر,70 متر²,,2,1,العجمي
1988,3677992,الإسكندرية العجمى شاطئ الزهور اول نمره على البحر,650000,شارع الياسمين، شاطئ النخيل - ٦ اكتوبر,90 متر²,,2,1,العجمي
1989,4087102,شقه للبيع العجمي الهانوفيل شارع الريتش هوم,265000,شقه للبيع العجمي الهانوفيل شارع الريتش,90 متر²,,2,1,العجمي
1990,4080887,شقة للبيع بالهانوفيل طريق اسكندرية مطروح علي الشارع الرئيسي اعلي فتح الله ماركت,440000,شقة للبيع بالهانوفيل طريق اسكندرية مطروح علي الشارع الرئيسي اعلي فتح الله ماركت,85 متر²,,2,1,العجمي
1991,4075777,شقه للبيع بمنطقه الصفا الكيلو 26,400000,شارع 237 بمنطقه الصفا,75 متر²,,2,1,العجمي
1992,4077428,شقه للبيع بشاطئ النخيل العجمي الكيلو 21,780000,شاطئ النخيل _ 6 اكتوبر,120 متر²,,3,1,العجمي
1993,4013614,فيلا للبيع بشارع الحديد والصلب,3500000,Abu Yusuf، Al Agamy,300 متر²,,3,2,العجمي
1994,4049231,شقه بانوراما بحر فيو مفتوح للبيع,450000,زهراء العجمي,75 متر²,,2,1,العجمي
1995,4070960,شقة للبيع,275000,الكيلو ٢٠ أمام أبو صابر للمشويات العجمي,110 متر²,,3,1,العجمي
1996,4054703,العجمي البيطاش بيانكي بجوار النقطه,1700000,البيطاش بيانكي,300 متر²,,4,3,العجمي
1997,4041345,شقة للبيع بالنخيل موقع مميز,500000,٦ اكتوبر شاطئ النخيل,70 متر²,,2,1,العجمي
1998,4037228,شاطى الصفا الكيلو ٢٢.٥,280000,العمارة رقم ١٦ شارع الدير المستجد شاطىء الصفا الكيلو ٢٢.٥,90 متر²,,3,1,العجمي
1999,3905730,شقه بانوراما بحر شاطى ميكا البيطاش مسجله,1000100,شارع الدكتور خليفه .شاطى ميكا البيطاش اندريا,140 متر²,,3,2,العجمي
2000,4116616,شقة للبيع 80متر استلام فوري في الهانوفيل,340000,الهانوفيل,80 متر²,,2,1,العجمي
2001,3998835,روف 700 متر² للبيع فى شارع شهر العسل,2000000,شارع شهر العسل، البيطاش,700 متر²,,1,1,العجمي
2002,4011093,شقه لقطه دور 2 متشطبه بعماره مرخصة كامله المرافق بالتقسيط,300000,شارع رقم 57، شاطئ النخيل - ٦ اكتوبر,75 متر²,,2,1,العجمي
2003,4035200,ستوديو للبيع في العجمي في قريه النخيل 6 اكتوبر مساحه مميزه بحري,230000,الكيلو 21 العجمي الاسكندريه النخيل,67 متر²,,1,1,العجمي
2004,4132816,شقه للبيع,380000,شارع مسجد عبد السلام رسلان,125 متر²,,2,1,العجمي
2005,3942470,شقه سوبر لوكس ترى البحر,700000,أبو يوسف، العجمي,98 متر²,,1,1,العجمي
2006,4121149,شقة ألترا ديلوكس,1047000,الإسكندرية ابو يوسف شارع السلام بحري,160 متر²,,3,1,العجمي
2007,4078563,شارع 55 مع 10 النخيل أكتوبر شقة للبيع,375000,شارع رقم 10، شاطئ النخيل - ٦ اكتوبر,70 متر²,,2,1,العجمي
2008,3677992,الإسكندرية العجمى شاطئ الزهور اول نمره على البحر,650000,شارع الياسمين، شاطئ النخيل - ٦ اكتوبر,90 متر²,,2,1,العجمي
2009,4087102,شقه للبيع العجمي الهانوفيل شارع الريتش هوم,265000,شقه للبيع العجمي الهانوفيل شارع الريتش,90 متر²,,2,1,العجمي
2010,4080887,شقة للبيع بالهانوفيل طريق اسكندرية مطروح علي الشارع الرئيسي اعلي فتح الله ماركت,440000,شقة للبيع بالهانوفيل طريق اسكندرية مطروح علي الشارع الرئيسي اعلي فتح الله ماركت,85 متر²,,2,1,العجمي
2011,4075777,شقه للبيع بمنطقه الصفا الكيلو 26,400000,شارع 237 بمنطقه الصفا,75 متر²,,2,1,العجمي
2012,4077428,شقه للبيع بشاطئ النخيل العجمي الكيلو 21,780000,شاطئ النخيل _ 6 اكتوبر,120 متر²,,3,1,العجمي
2013,4013614,فيلا للبيع بشارع الحديد والصلب,3500000,Abu Yusuf، Al Agamy,300 متر²,,3,2,العجمي
2014,4049231,شقه بانوراما بحر فيو مفتوح للبيع,450000,زهراء العجمي,75 متر²,,2,1,العجمي
2015,4070960,شقة للبيع,275000,الكيلو ٢٠ أمام أبو صابر للمشويات العجمي,110 متر²,,3,1,العجمي
2016,4054703,العجمي البيطاش بيانكي بجوار النقطه,1700000,البيطاش بيانكي,300 متر²,,4,3,العجمي
2017,4041345,شقة للبيع بالنخيل موقع مميز,500000,٦ اكتوبر شاطئ النخيل,70 متر²,,2,1,العجمي
2018,4037228,شاطى الصفا الكيلو ٢٢.٥,280000,العمارة رقم ١٦ شارع الدير المستجد شاطىء الصفا الكيلو ٢٢.٥,90 متر²,,3,1,العجمي
2019,3905730,شقه بانوراما بحر شاطى ميكا البيطاش مسجله,1000100,شارع الدكتور خليفه .شاطى ميكا البيطاش اندريا,140 متر²,,3,2,العجمي
2020,4116616,شقة للبيع 80متر استلام فوري في الهانوفيل,340000,الهانوفيل,80 متر²,,2,1,العجمي
2021,3998835,روف 700 متر² للبيع فى شارع شهر العسل,2000000,شارع شهر العسل، البيطاش,700 متر²,,1,1,العجمي
2022,4011093,شقه لقطه دور 2 متشطبه بعماره مرخصة كامله المرافق بالتقسيط,300000,شارع رقم 57، شاطئ النخيل - ٦ اكتوبر,75 متر²,,2,1,العجمي
2023,4035200,ستوديو للبيع في العجمي في قريه النخيل 6 اكتوبر مساحه مميزه بحري,230000,الكيلو 21 العجمي الاسكندريه النخيل,67 متر²,,1,1,العجمي
2024,4132816,شقه للبيع,380000,شارع مسجد عبد السلام رسلان,125 متر²,,2,1,العجمي
2025,3942470,شقه سوبر لوكس ترى البحر,700000,أبو يوسف، العجمي,98 متر²,,1,1,العجمي
2026,4121149,شقة ألترا ديلوكس,1047000,الإسكندرية ابو يوسف شارع السلام بحري,160 متر²,,3,1,العجمي
2027,4078563,شارع 55 مع 10 النخيل أكتوبر شقة للبيع,375000,شارع رقم 10، شاطئ النخيل - ٦ اكتوبر,70 متر²,,2,1,العجمي
2028,3677992,الإسكندرية العجمى شاطئ الزهور اول نمره على البحر,650000,شارع الياسمين، شاطئ النخيل - ٦ اكتوبر,90 متر²,,2,1,العجمي
2029,4087102,شقه للبيع العجمي الهانوفيل شارع الريتش هوم,265000,شقه للبيع العجمي الهانوفيل شارع الريتش,90 متر²,,2,1,العجمي
2030,4080887,شقة للبيع بالهانوفيل طريق اسكندرية مطروح علي الشارع الرئيسي اعلي فتح الله ماركت,440000,شقة للبيع بالهانوفيل طريق اسكندرية مطروح علي الشارع الرئيسي اعلي فتح الله ماركت,85 متر²,,2,1,العجمي
2031,4075777,شقه للبيع بمنطقه الصفا الكيلو 26,400000,شارع 237 بمنطقه الصفا,75 متر²,,2,1,العجمي
2032,4077428,شقه للبيع بشاطئ النخيل العجمي الكيلو 21,780000,شاطئ النخيل _ 6 اكتوبر,120 متر²,,3,1,العجمي
2033,4013614,فيلا للبيع بشارع الحديد والصلب,3500000,Abu Yusuf، Al Agamy,300 متر²,,3,2,العجمي
2034,4049231,شقه بانوراما بحر فيو مفتوح للبيع,450000,زهراء العجمي,75 متر²,,2,1,العجمي
2035,4070960,شقة للبيع,275000,الكيلو ٢٠ أمام أبو صابر للمشويات العجمي,110 متر²,,3,1,العجمي
2036,4054703,العجمي البيطاش بيانكي بجوار النقطه,1700000,البيطاش بيانكي,300 متر²,,4,3,العجمي
2037,4041345,شقة للبيع بالنخيل موقع مميز,500000,٦ اكتوبر شاطئ النخيل,70 متر²,,2,1,العجمي
2038,4037228,شاطى الصفا الكيلو ٢٢.٥,280000,العمارة رقم ١٦ شارع الدير المستجد شاطىء الصفا الكيلو ٢٢.٥,90 متر²,,3,1,العجمي
2039,3905730,شقه بانوراما بحر شاطى ميكا البيطاش مسجله,1000100,شارع الدكتور خليفه .شاطى ميكا البيطاش اندريا,140 متر²,,3,2,العجمي
2040,4116616,شقة للبيع 80متر استلام فوري في الهانوفيل,340000,الهانوفيل,80 متر²,,2,1,العجمي
2041,3998835,روف 700 متر² للبيع فى شارع شهر العسل,2000000,شارع شهر العسل، البيطاش,700 متر²,,1,1,العجمي
2042,4011093,شقه لقطه دور 2 متشطبه بعماره مرخصة كامله المرافق بالتقسيط,300000,شارع رقم 57، شاطئ النخيل - ٦ اكتوبر,75 متر²,,2,1,العجمي
2043,4035200,ستوديو للبيع في العجمي في قريه النخيل 6 اكتوبر مساحه مميزه بحري,230000,الكيلو 21 العجمي الاسكندريه النخيل,67 متر²,,1,1,العجمي
2044,4132816,شقه للبيع,380000,شارع مسجد عبد السلام رسلان,125 متر²,,2,1,العجمي
2045,3942470,شقه سوبر لوكس ترى البحر,700000,أبو يوسف، العجمي,98 متر²,,1,1,العجمي
2046,4121149,شقة ألترا ديلوكس,1047000,الإسكندرية ابو يوسف شارع السلام بحري,160 متر²,,3,1,العجمي
2047,4078563,شارع 55 مع 10 النخيل أكتوبر شقة للبيع,375000,شارع رقم 10، شاطئ النخيل - ٦ اكتوبر,70 متر²,,2,1,العجمي
2048,3677992,الإسكندرية العجمى شاطئ الزهور اول نمره على البحر,650000,شارع الياسمين، شاطئ النخيل - ٦ اكتوبر,90 متر²,,2,1,العجمي
2049,4087102,شقه للبيع العجمي الهانوفيل شارع الريتش هوم,265000,شقه للبيع العجمي الهانوفيل شارع الريتش,90 متر²,,2,1,العجمي
2050,4080887,شقة للبيع بالهانوفيل طريق اسكندرية مطروح علي الشارع الرئيسي اعلي فتح الله ماركت,440000,شقة للبيع بالهانوفيل طريق اسكندرية مطروح علي الشارع الرئيسي اعلي فتح الله ماركت,85 متر²,,2,1,العجمي
2051,4075777,شقه للبيع بمنطقه الصفا الكيلو 26,400000,شارع 237 بمنطقه الصفا,75 متر²,,2,1,العجمي
2052,4077428,شقه للبيع بشاطئ النخيل العجمي الكيلو 21,780000,شاطئ النخيل _ 6 اكتوبر,120 متر²,,3,1,العجمي
2053,4013614,فيلا للبيع بشارع الحديد والصلب,3500000,Abu Yusuf، Al Agamy,300 متر²,,3,2,العجمي
2054,4049231,شقه بانوراما بحر فيو مفتوح للبيع,450000,زهراء العجمي,75 متر²,,2,1,العجمي
2055,4070960,شقة للبيع,275000,الكيلو ٢٠ أمام أبو صابر للمشويات العجمي,110 متر²,,3,1,العجمي
2056,4054703,العجمي البيطاش بيانكي بجوار النقطه,1700000,البيطاش بيانكي,300 متر²,,4,3,العجمي
2057,4041345,شقة للبيع بالنخيل موقع مميز,500000,٦ اكتوبر شاطئ النخيل,70 متر²,,2,1,العجمي
2058,4037228,شاطى الصفا الكيلو ٢٢.٥,280000,العمارة رقم ١٦ شارع الدير المستجد شاطىء الصفا الكيلو ٢٢.٥,90 متر²,,3,1,العجمي
2059,3905730,شقه بانوراما بحر شاطى ميكا البيطاش مسجله,1000100,شارع الدكتور خليفه .شاطى ميكا البيطاش اندريا,140 متر²,,3,2,العجمي
2060,4116616,شقة للبيع 80متر استلام فوري في الهانوفيل,340000,الهانوفيل,80 متر²,,2,1,العجمي
2061,3998835,روف 700 متر² للبيع فى شارع شهر العسل,2000000,شارع شهر العسل، البيطاش,700 متر²,,1,1,العجمي
2062,4011093,شقه لقطه دور 2 متشطبه بعماره مرخصة كامله المرافق بالتقسيط,300000,شارع رقم 57، شاطئ النخيل - ٦ اكتوبر,75 متر²,,2,1,العجمي
2063,4035200,ستوديو للبيع في العجمي في قريه النخيل 6 اكتوبر مساحه مميزه بحري,230000,الكيلو 21 العجمي الاسكندريه النخيل,67 متر²,,1,1,العجمي
2064,4132816,شقه للبيع,380000,شارع مسجد عبد السلام رسلان,125 متر²,,2,1,العجمي
2065,3942470,شقه سوبر لوكس ترى البحر,700000,أبو يوسف، العجمي,98 متر²,,1,1,العجمي
2066,4121149,شقة ألترا ديلوكس,1047000,الإسكندرية ابو يوسف شارع السلام بحري,160 متر²,,3,1,العجمي
2067,4078563,شارع 55 مع 10 النخيل أكتوبر شقة للبيع,375000,شارع رقم 10، شاطئ النخيل - ٦ اكتوبر,70 متر²,,2,1,العجمي
2068,3677992,الإسكندرية العجمى شاطئ الزهور اول نمره على البحر,650000,شارع الياسمين، شاطئ النخيل - ٦ اكتوبر,90 متر²,,2,1,العجمي
2069,4087102,شقه للبيع العجمي الهانوفيل شارع الريتش هوم,265000,شقه للبيع العجمي الهانوفيل شارع الريتش,90 متر²,,2,1,العجمي
2070,4080887,شقة للبيع بالهانوفيل طريق اسكندرية مطروح علي الشارع الرئيسي اعلي فتح الله ماركت,440000,شقة للبيع بالهانوفيل طريق اسكندرية مطروح علي الشارع الرئيسي اعلي فتح الله ماركت,85 متر²,,2,1,العجمي
2071,4075777,شقه للبيع بمنطقه الصفا الكيلو 26,400000,شارع 237 بمنطقه الصفا,75 متر²,,2,1,العجمي
2072,4077428,شقه للبيع بشاطئ النخيل العجمي الكيلو 21,780000,شاطئ النخيل _ 6 اكتوبر,120 متر²,,3,1,العجمي
2073,4013614,فيلا للبيع بشارع الحديد والصلب,3500000,Abu Yusuf، Al Agamy,300 متر²,,3,2,العجمي
2074,4049231,شقه بانوراما بحر فيو مفتوح للبيع,450000,زهراء العجمي,75 متر²,,2,1,العجمي
2075,4070960,شقة للبيع,275000,الكيلو ٢٠ أمام أبو صابر للمشويات العجمي,110 متر²,,3,1,العجمي
2076,4054703,العجمي البيطاش بيانكي بجوار النقطه,1700000,البيطاش بيانكي,300 متر²,,4,3,العجمي
2077,4041345,شقة للبيع بالنخيل موقع مميز,500000,٦ اكتوبر شاطئ النخيل,70 متر²,,2,1,العجمي
2078,4037228,شاطى الصفا الكيلو ٢٢.٥,280000,العمارة رقم ١٦ شارع الدير المستجد شاطىء الصفا الكيلو ٢٢.٥,90 متر²,,3,1,العجمي
2079,3905730,شقه بانوراما بحر شاطى ميكا البيطاش مسجله,1000100,شارع الدكتور خليفه .شاطى ميكا البيطاش اندريا,140 متر²,,3,2,العجمي
2080,4116616,شقة للبيع 80متر استلام فوري في الهانوفيل,340000,الهانوفيل,80 متر²,,2,1,العجمي
2081,3998835,روف 700 متر² للبيع فى شارع شهر العسل,2000000,شارع شهر العسل، البيطاش,700 متر²,,1,1,العجمي
2082,4011093,شقه لقطه دور 2 متشطبه بعماره مرخصة كامله المرافق بالتقسيط,300000,شارع رقم 57، شاطئ النخيل - ٦ اكتوبر,75 متر²,,2,1,العجمي
2083,4035200,ستوديو للبيع في العجمي في قريه النخيل 6 اكتوبر مساحه مميزه بحري,230000,الكيلو 21 العجمي الاسكندريه النخيل,67 متر²,,1,1,العجمي
2084,4132816,شقه للبيع,380000,شارع مسجد عبد السلام رسلان,125 متر²,,2,1,العجمي
2085,3942470,شقه سوبر لوكس ترى البحر,700000,أبو يوسف، العجمي,98 متر²,,1,1,العجمي
2086,4121149,شقة ألترا ديلوكس,1047000,الإسكندرية ابو يوسف شارع السلام بحري,160 متر²,,3,1,العجمي
2087,4078563,شارع 55 مع 10 النخيل أكتوبر شقة للبيع,375000,شارع رقم 10، شاطئ النخيل - ٦ اكتوبر,70 متر²,,2,1,العجمي
2088,3677992,الإسكندرية العجمى شاطئ الزهور اول نمره على البحر,650000,شارع الياسمين، شاطئ النخيل - ٦ اكتوبر,90 متر²,,2,1,العجمي
2089,4087102,شقه للبيع العجمي الهانوفيل شارع الريتش هوم,265000,شقه للبيع العجمي الهانوفيل شارع الريتش,90 متر²,,2,1,العجمي
2090,4080887,شقة للبيع بالهانوفيل طريق اسكندرية مطروح علي الشارع الرئيسي اعلي فتح الله ماركت,440000,شقة للبيع بالهانوفيل طريق اسكندرية مطروح علي الشارع الرئيسي اعلي فتح الله ماركت,85 متر²,,2,1,العجمي
2091,4075777,شقه للبيع بمنطقه الصفا الكيلو 26,400000,شارع 237 بمنطقه الصفا,75 متر²,,2,1,العجمي
2092,4077428,شقه للبيع بشاطئ النخيل العجمي الكيلو 21,780000,شاطئ النخيل _ 6 اكتوبر,120 متر²,,3,1,العجمي
2093,4013614,فيلا للبيع بشارع الحديد والصلب,3500000,Abu Yusuf، Al Agamy,300 متر²,,3,2,العجمي
2094,4049231,شقه بانوراما بحر فيو مفتوح للبيع,450000,زهراء العجمي,75 متر²,,2,1,العجمي
2095,4070960,شقة للبيع,275000,الكيلو ٢٠ أمام أبو صابر للمشويات العجمي,110 متر²,,3,1,العجمي
2096,4054703,العجمي البيطاش بيانكي بجوار النقطه,1700000,البيطاش بيانكي,300 متر²,,4,3,العجمي
2097,4041345,شقة للبيع بالنخيل موقع مميز,500000,٦ اكتوبر شاطئ النخيل,70 متر²,,2,1,العجمي
2098,4037228,شاطى الصفا الكيلو ٢٢.٥,280000,العمارة رقم ١٦ شارع الدير المستجد شاطىء الصفا الكيلو ٢٢.٥,90 متر²,,3,1,العجمي
2099,3905730,شقه بانوراما بحر شاطى ميكا البيطاش مسجله,1000100,شارع الدكتور خليفه .شاطى ميكا البيطاش اندريا,140 متر²,,3,2,العجمي
2100,4116616,شقة للبيع 80متر استلام فوري في الهانوفيل,340000,الهانوفيل,80 متر²,,2,1,العجمي
2101,3998835,روف 700 متر² للبيع فى شارع شهر العسل,2000000,شارع شهر العسل، البيطاش,700 متر²,,1,1,العجمي
2102,4011093,شقه لقطه دور 2 متشطبه بعماره مرخصة كامله المرافق بالتقسيط,300000,شارع رقم 57، شاطئ النخيل - ٦ اكتوبر,75 متر²,,2,1,العجمي
2103,4035200,ستوديو للبيع في العجمي في قريه النخيل 6 اكتوبر مساحه مميزه بحري,230000,الكيلو 21 العجمي الاسكندريه النخيل,67 متر²,,1,1,العجمي
